trial,seed,operator_a,operator_b,kendall_tau,jaccard_top_k
911,953,min,geometric@0.50,0.543928035982009,0.7241379310344828
911,953,min,geometric@0.90,0.08581614463967403,0.2987012987012987
912,954,linear@0.50,linear@0.10,0.14984583761562179,0.42857142857142855
912,954,linear@0.90,linear@0.10,-0.2786108918705604,0.0989010989010989
912,954,geometric@0.10,linear@0.10,0.8477060727203504,0.941747572815534
912,954,geometric@0.50,linear@0.10,0.09504579927115138,0.3986013986013986
912,954,geometric@0.90,linear@0.10,-0.22936038320653707,0.1834319526627219
912,954,min,linear@0.10,0.041967664258685936,0.30718954248366015
912,954,linear@0.90,linear@0.50,-0.061492978566149305,0.21212121212121213
912,954,geometric@0.10,linear@0.50,0.2202662086732503,0.45985401459854014
912,954,geometric@0.50,linear@0.50,0.8998412978310705,0.8691588785046729
912,954,geometric@0.90,linear@0.50,0.17904680120223268,0.45985401459854014
912,954,min,linear@0.50,0.5076636012261762,0.6260162601626016
912,954,geometric@0.10,linear@0.90,-0.32396932050585076,0.1111111111111111
912,954,geometric@0.50,linear@0.90,-0.1341895652564075,0.19760479041916168
912,954,geometric@0.90,linear@0.90,0.21882409935488642,0.35135135135135137
912,954,min,linear@0.90,-0.14216187745739298,0.1695906432748538
912,954,geometric@0.50,geometric@0.10,0.1617677286742035,0.42857142857142855
912,954,geometric@0.90,geometric@0.10,-0.19241036000288583,0.19760479041916168
912,954,min,geometric@0.10,0.10425055928411632,0.3333333333333333
912,954,geometric@0.90,geometric@0.50,0.1625126646403242,0.41843971631205673
912,954,min,geometric@0.50,0.5766116941529236,0.7241379310344828
912,954,min,geometric@0.90,0.11471437890224583,0.36054421768707484
913,955,linear@0.50,linear@0.10,0.037690751976466264,0.35135135135135137
913,955,linear@0.90,linear@0.10,-0.2280846063454759,0.08108108108108109
913,955,geometric@0.10,linear@0.10,0.7594780461999648,0.8691588785046729
913,955,geometric@0.50,linear@0.10,0.011427534917467801,0.3422818791946309
913,955,geometric@0.90,linear@0.10,-0.2613144184294771,0.11731843575418995
913,955,min,linear@0.10,-0.0008757264549000876,0.2578616352201258
913,955,linear@0.90,linear@0.50,0.05993788819875776,0.2422360248447205
913,955,geometric@0.10,linear@0.50,0.13148823007977936,0.3986013986013986
913,955,geometric@0.50,linear@0.50,0.8963369963369963,0.9047619047619048
913,955,geometric@0.90,linear@0.50,0.18972250770811921,0.42857142857142855
913,955,min,linear@0.50,0.5022038567493112,0.6528925619834711
913,955,geometric@0.10,linear@0.90,-0.2584001479347578,0.08108108108108109
913,955,geometric@0.50,linear@0.90,-0.030114121568214358,0.21951219512195122
913,955,geometric@0.90,linear@0.90,0.36242794779558896,0.3888888888888889
913,955,min,linear@0.90,-0.07976757466596895,0.1834319526627219
913,955,geometric@0.50,geometric@0.10,0.10334110334110334,0.3888888888888889
913,955,geometric@0.90,geometric@0.10,-0.2285481137405059,0.11731843575418995
913,955,min,geometric@0.10,0.08887191240132415,0.2987012987012987
913,955,geometric@0.90,geometric@0.50,0.16172210568374787,0.4084507042253521
913,955,min,geometric@0.50,0.5645371577574968,0.6949152542372882
913,955,min,geometric@0.90,0.0639821029082774,0.3333333333333333
914,956,linear@0.50,linear@0.10,0.049825335539621256,0.35135135135135137
914,956,linear@0.90,linear@0.10,-0.2859927596769702,0.05263157894736842
914,956,geometric@0.10,linear@0.10,0.7638031693077564,0.8181818181818182
914,956,geometric@0.50,linear@0.10,0.03611971104231167,0.30718954248366015
914,956,geometric@0.90,linear@0.10,-0.2545345824197728,0.14942528735632185
914,956,min,linear@0.10,0.0036393713813068656,0.28205128205128205
914,956,linear@0.90,linear@0.50,-0.024457109876632282,0.19760479041916168
914,956,geometric@0.10,linear@0.50,0.13961005108956312,0.43884892086330934
914,956,geometric@0.50,linear@0.50,0.8929020664869722,0.8867924528301887
914,956,geometric@0.90,linear@0.50,0.18903138358878113,0.43884892086330934
914,956,min,linear@0.50,0.4918767507002801,0.6666666666666666
914,956,geometric@0.10,linear@0.90,-0.3405372107897264,0.06951871657754011
914,956,geometric@0.50,linear@0.90,-0.13633475988084542,0.19047619047619047
914,956,geometric@0.90,linear@0.90,0.2272160587225803,0.35135135135135137
914,956,min,linear@0.90,-0.1461196805482112,0.12994350282485875
914,956,geometric@0.50,geometric@0.10,0.1283993783993784,0.3888888888888889
914,956,geometric@0.90,geometric@0.10,-0.21157684630738524,0.19047619047619047
914,956,min,geometric@0.10,0.09365389991613085,0.36054421768707484
914,956,geometric@0.90,geometric@0.50,0.14774267542487746,0.43884892086330934
914,956,min,geometric@0.50,0.5590746778450552,0.7543859649122807
914,956,min,geometric@0.90,0.09834451901565994,0.3333333333333333
915,957,linear@0.50,linear@0.10,0.06422934771751074,0.4084507042253521
915,957,linear@0.90,linear@0.10,-0.35472013366750205,0.05263157894736842
915,957,geometric@0.10,linear@0.10,0.7496032445776759,0.8691588785046729
915,957,geometric@0.50,linear@0.10,0.04040404040404041,0.3888888888888889
915,957,geometric@0.90,linear@0.10,-0.3463382594417077,0.14285714285714285
915,957,min,linear@0.10,0.021264367816091954,0.3793103448275862
915,957,linear@0.90,linear@0.50,-0.11362988309096095,0.19047619047619047
915,957,geometric@0.10,linear@0.50,0.17042208822596003,0.4492753623188406
915,957,geometric@0.50,linear@0.50,0.8850290953976372,0.8691588785046729
915,957,geometric@0.90,linear@0.50,0.06562780940964938,0.4084507042253521
915,957,min,linear@0.50,0.4819643633202956,0.6949152542372882
915,957,geometric@0.10,linear@0.90,-0.38133737620177,0.0582010582010582
915,957,geometric@0.50,linear@0.90,-0.19922477643524936,0.16279069767441862
915,957,geometric@0.90,linear@0.90,0.26336159086158656,0.3888888888888889
915,957,min,linear@0.90,-0.22506401318127345,0.0989010989010989
915,957,geometric@0.50,geometric@0.10,0.14586591596288184,0.43884892086330934
915,957,geometric@0.90,geometric@0.10,-0.29416564667482664,0.16279069767441862
915,957,min,geometric@0.10,0.12394655704008223,0.42857142857142855
915,957,geometric@0.90,geometric@0.50,0.024468587623996223,0.3698630136986301
915,957,min,geometric@0.50,0.5488943488943488,0.8018018018018018
915,957,min,geometric@0.90,-0.031596360628618696,0.28205128205128205
916,958,linear@0.50,linear@0.10,0.14086122406422688,0.43884892086330934
916,958,linear@0.90,linear@0.10,-0.2472385428907168,0.08108108108108109
916,958,geometric@0.10,linear@0.10,0.8267363704256908,0.9230769230769231
916,958,geometric@0.50,linear@0.10,0.12644376899696047,0.41843971631205673
916,958,geometric@0.90,linear@0.10,-0.23828750435085277,0.17647058823529413
916,958,min,linear@0.10,0.09351230425055927,0.3333333333333333
916,958,linear@0.90,linear@0.50,0.011885591595736524,0.2345679012345679
916,958,geometric@0.10,linear@0.50,0.21404036066981533,0.45985401459854014
916,958,geometric@0.50,linear@0.50,0.8893772893772892,0.9047619047619048
916,958,geometric@0.90,linear@0.50,0.18142388659684755,0.4492753623188406
916,958,min,linear@0.50,0.505015873015873,0.5873015873015873
916,958,geometric@0.10,linear@0.90,-0.2867247314620669,0.08108108108108109
916,958,geometric@0.50,linear@0.90,-0.08583772418298628,0.21951219512195122
916,958,geometric@0.90,linear@0.90,0.32257176745027366,0.3793103448275862
916,958,min,linear@0.90,-0.137332799006358,0.12994350282485875
916,958,geometric@0.50,geometric@0.10,0.20152332592827674,0.4492753623188406
916,958,geometric@0.90,geometric@0.10,-0.20174697097774022,0.1834319526627219
916,958,min,geometric@0.10,0.16787907416154935,0.3698630136986301
916,958,geometric@0.90,geometric@0.50,0.13648509763617678,0.42857142857142855
916,958,min,geometric@0.50,0.5737704918032787,0.639344262295082
916,958,min,geometric@0.90,0.04409201812478216,0.3157894736842105
917,959,linear@0.50,linear@0.10,0.11117770452502246,0.4084507042253521
917,959,linear@0.90,linear@0.10,-0.23683241252302029,0.10497237569060773
917,959,geometric@0.10,linear@0.10,0.8458221024258762,0.8867924528301887
917,959,geometric@0.50,linear@0.10,0.07961242633103585,0.4084507042253521
917,959,geometric@0.90,linear@0.10,-0.22311661506707947,0.1695906432748538
917,959,min,linear@0.10,0.04775182990589056,0.3157894736842105
917,959,linear@0.90,linear@0.50,0.046254279117904626,0.2578616352201258
917,959,geometric@0.10,linear@0.50,0.1658787255909558,0.42857142857142855
917,959,geometric@0.50,linear@0.50,0.8928304705003735,0.9230769230769231
917,959,geometric@0.90,linear@0.50,0.20112605567719735,0.43884892086330934
917,959,min,linear@0.50,0.5114483132366887,0.639344262295082
917,959,geometric@0.10,linear@0.90,-0.26866025212399997,0.10497237569060773
917,959,geometric@0.50,linear@0.90,-0.0071066008272730056,0.2422360248447205
917,959,geometric@0.90,linear@0.90,0.3966289146245885,0.43884892086330934
917,959,min,linear@0.90,-0.04561298449049486,0.19760479041916168
917,959,geometric@0.50,geometric@0.10,0.12990750256937308,0.42857142857142855
917,959,geometric@0.90,geometric@0.10,-0.20481596147230824,0.1695906432748538
917,959,min,geometric@0.10,0.09100671140939597,0.3333333333333333
917,959,geometric@0.90,geometric@0.50,0.19108409321175276,0.41843971631205673
917,959,min,geometric@0.50,0.5812562313060818,0.680672268907563
917,959,min,geometric@0.90,0.10263982102908277,0.3333333333333333
918,960,linear@0.50,linear@0.10,0.050699300699300696,0.3888888888888889
918,960,linear@0.90,linear@0.10,-0.36038394415357766,0.041666666666666664
918,960,geometric@0.10,linear@0.10,0.7598307176864751,0.8691588785046729
918,960,geometric@0.50,linear@0.10,0.030892772791686344,0.3698630136986301
918,960,geometric@0.90,linear@0.10,-0.36798008621213046,0.0989010989010989
918,960,min,linear@0.10,-0.04665012406947891,0.28205128205128205
918,960,linear@0.90,linear@0.50,-0.13133814929480567,0.1695906432748538
918,960,geometric@0.10,linear@0.50,0.13700384122919332,0.3986013986013986
918,960,geometric@0.50,linear@0.50,0.8853988197220636,0.941747572815534
918,960,geometric@0.90,linear@0.50,0.02586206896551724,0.3793103448275862
918,960,min,linear@0.50,0.45003933910306837,0.6129032258064516
918,960,geometric@0.10,linear@0.90,-0.3812831212423266,0.04712041884816754
918,960,geometric@0.50,linear@0.90,-0.21925908085527945,0.16279069767441862
918,960,geometric@0.90,linear@0.90,0.23405656631696878,0.36054421768707484
918,960,min,linear@0.90,-0.22106458302087112,0.10497237569060773
918,960,geometric@0.50,geometric@0.10,0.1139846743295019,0.3793103448275862
918,960,geometric@0.90,geometric@0.10,-0.3206875383670964,0.10497237569060773
918,960,min,geometric@0.10,0.023879346459991617,0.2903225806451613
918,960,geometric@0.90,geometric@0.50,-0.003684459140292867,0.3698630136986301
918,960,min,geometric@0.50,0.5280991735537189,0.6528925619834711
918,960,min,geometric@0.90,-0.04099297729870978,0.27388535031847133
919,961,linear@0.50,linear@0.10,0.07901308560583357,0.4084507042253521
919,961,linear@0.90,linear@0.10,-0.3283208020050125,0.05263157894736842
919,961,geometric@0.10,linear@0.10,0.8222554144884242,0.9230769230769231
919,961,geometric@0.50,linear@0.10,0.05846930846930847,0.3888888888888889
919,961,geometric@0.90,linear@0.10,-0.31916702082447945,0.0989010989010989
919,961,min,linear@0.10,-0.04524233935998641,0.2987012987012987
919,961,linear@0.90,linear@0.50,-0.0977562946396364,0.19760479041916168
919,961,geometric@0.10,linear@0.50,0.15629235741841307,0.43884892086330934
919,961,geometric@0.50,linear@0.50,0.8846373500856655,0.941747572815534
919,961,geometric@0.90,linear@0.50,0.08333333333333333,0.3888888888888889
919,961,min,linear@0.50,0.3912380952380952,0.5873015873015873
919,961,geometric@0.10,linear@0.90,-0.3710863279111828,0.0582010582010582
919,961,geometric@0.50,linear@0.90,-0.19136781117645268,0.19047619047619047
919,961,geometric@0.90,linear@0.90,0.22326701853545733,0.36054421768707484
919,961,min,linear@0.90,-0.1747035681157614,0.12359550561797752
919,961,geometric@0.50,geometric@0.10,0.13292806484295847,0.41843971631205673
919,961,geometric@0.90,geometric@0.10,-0.2819366852886406,0.1111111111111111
919,961,min,geometric@0.10,0.018631346578366445,0.32450331125827814
919,961,geometric@0.90,geometric@0.50,0.05593869731800766,0.3793103448275862
919,961,min,geometric@0.50,0.463681194188991,0.6260162601626016
919,961,min,geometric@0.90,0.030234620656292836,0.26582278481012656
920,962,linear@0.50,linear@0.10,0.08754789272030651,0.3793103448275862
920,962,linear@0.90,linear@0.10,-0.2928989139515455,0.05263157894736842
920,962,geometric@0.10,linear@0.10,0.7799329924175631,0.8691588785046729
920,962,geometric@0.50,linear@0.10,0.04616858237547893,0.3793103448275862
920,962,geometric@0.90,linear@0.10,-0.28610423411413705,0.12359550561797752
920,962,min,linear@0.10,-0.0435070306038048,0.28205128205128205
920,962,linear@0.90,linear@0.50,-0.08509439278670049,0.1834319526627219
920,962,geometric@0.10,linear@0.50,0.16773367477592827,0.3986013986013986
920,962,geometric@0.50,linear@0.50,0.8502613890963406,0.9230769230769231
920,962,geometric@0.90,linear@0.50,0.10820668693009118,0.41843971631205673
920,962,min,linear@0.50,0.40306191572957595,0.639344262295082
920,962,geometric@0.10,linear@0.90,-0.355373993483878,0.05263157894736842
920,962,geometric@0.50,linear@0.90,-0.18414212057584797,0.16279069767441862
920,962,geometric@0.90,linear@0.90,0.1613955141946265,0.30718954248366015
920,962,min,linear@0.90,-0.18512748273919957,0.1111111111111111
920,962,geometric@0.50,geometric@0.10,0.12755968434721807,0.4084507042253521
920,962,geometric@0.90,geometric@0.10,-0.24910118130457112,0.12994350282485875
920,962,min,geometric@0.10,0.02442380460956313,0.30718954248366015
920,962,geometric@0.90,geometric@0.50,0.09926184926184926,0.3888888888888889
920,962,min,geometric@0.50,0.49978635522005416,0.680672268907563
920,962,min,geometric@0.90,0.079121645172534,0.3157894736842105
921,963,linear@0.50,linear@0.10,0.017740429505135387,0.2987012987012987
921,963,linear@0.90,linear@0.10,-0.31357163615228123,0.07526881720430108
921,963,geometric@0.10,linear@0.10,0.7874697127033574,0.8518518518518519
921,963,geometric@0.50,linear@0.10,-0.003480179950768186,0.2987012987012987
921,963,geometric@0.90,linear@0.10,-0.29345301613206953,0.11731843575418995
921,963,min,linear@0.10,7.961149590000797e-05,0.2578616352201258
921,963,linear@0.90,linear@0.50,-0.0347496573409659,0.26582278481012656
921,963,geometric@0.10,linear@0.50,0.08044742729306488,0.3333333333333333
921,963,geometric@0.50,linear@0.50,0.9115902964959571,0.8867924528301887
921,963,geometric@0.90,linear@0.50,0.17472766884531588,0.47058823529411764
921,963,min,linear@0.50,0.5444488871118219,0.6260162601626016
921,963,geometric@0.10,linear@0.90,-0.34057911825572457,0.08695652173913043
921,963,geometric@0.50,linear@0.90,-0.10492973451691902,0.22699386503067484
921,963,geometric@0.90,linear@0.90,0.32774415501201665,0.43884892086330934
921,963,min,linear@0.90,-0.1503115384563039,0.16279069767441862
921,963,geometric@0.50,geometric@0.10,0.06167241066569925,0.3422818791946309
921,963,geometric@0.90,geometric@0.10,-0.2592446633825944,0.14285714285714285
921,963,min,geometric@0.10,0.06527459468635938,0.2987012987012987
921,963,geometric@0.90,geometric@0.50,0.1375886524822695,0.41843971631205673
921,963,min,geometric@0.50,0.600648393751842,0.7094017094017094
921,963,min,geometric@0.90,0.03439972480220158,0.30718954248366015
922,964,linear@0.50,linear@0.10,0.061118568232662186,0.3333333333333333
922,964,linear@0.90,linear@0.10,-0.34126847219826345,0.06951871657754011
922,964,geometric@0.10,linear@0.10,0.7451269451269451,0.8018018018018018
922,964,geometric@0.50,linear@0.10,0.03990368077055384,0.30718954248366015
922,964,geometric@0.90,linear@0.10,-0.31060750333269854,0.12359550561797752
922,964,min,linear@0.10,-0.002499395307586874,0.26582278481012656
922,964,linear@0.90,linear@0.50,-0.12660072080361937,0.2345679012345679
922,964,geometric@0.10,linear@0.50,0.1454933954933955,0.3888888888888889
922,964,geometric@0.50,linear@0.50,0.8809276566285912,0.8518518518518519
922,964,geometric@0.90,linear@0.50,0.08219612821326562,0.4492753623188406
922,964,min,linear@0.50,0.4900826446280991,0.6528925619834711
922,964,geometric@0.10,linear@0.90,-0.37472723307741396,0.08108108108108109
922,964,geometric@0.50,linear@0.90,-0.21978628677836304,0.20481927710843373
922,964,geometric@0.90,linear@0.90,0.25538088655561075,0.4084507042253521
922,964,min,linear@0.90,-0.21382621588347991,0.16279069767441862
922,964,geometric@0.50,geometric@0.10,0.12423240434577232,0.3698630136986301
922,964,geometric@0.90,geometric@0.10,-0.2889610389610389,0.13636363636363635
922,964,min,geometric@0.10,0.07373068432671082,0.32450331125827814
922,964,geometric@0.90,geometric@0.50,0.04897916005500899,0.4492753623188406
922,964,min,geometric@0.50,0.5581998474446987,0.7391304347826086
922,964,min,geometric@0.90,0.012134583563154992,0.35135135135135137
923,965,linear@0.50,linear@0.10,0.018648018648018648,0.3888888888888889
923,965,linear@0.90,linear@0.10,-0.3370133977344604,0.06951871657754011
923,965,geometric@0.10,linear@0.10,0.7739442946990118,0.8867924528301887
923,965,geometric@0.50,linear@0.10,-0.001794992914501653,0.3698630136986301
923,965,geometric@0.90,linear@0.10,-0.3232343365889309,0.14942528735632185
923,965,min,linear@0.10,-0.034574028122415223,0.28205128205128205
923,965,linear@0.90,linear@0.50,-0.08241758241758243,0.1834319526627219
923,965,geometric@0.10,linear@0.50,0.1033434650455927,0.41843971631205673
923,965,geometric@0.50,linear@0.50,0.9036594473487678,0.9230769230769231
923,965,geometric@0.90,linear@0.50,0.1317122593718338,0.41843971631205673
923,965,min,linear@0.50,0.4680937542338436,0.639344262295082
923,965,geometric@0.10,linear@0.90,-0.3950693007164852,0.06951871657754011
923,965,geometric@0.50,linear@0.90,-0.18931370267962783,0.17647058823529413
923,965,geometric@0.90,linear@0.90,0.16578570502138357,0.30718954248366015
923,965,min,linear@0.90,-0.21190811946472127,0.11731843575418995
923,965,geometric@0.50,geometric@0.10,0.08027184083522111,0.3986013986013986
923,965,geometric@0.90,geometric@0.10,-0.2798857609139127,0.16279069767441862
923,965,min,geometric@0.10,0.03594771241830066,0.30718954248366015
923,965,geometric@0.90,geometric@0.50,0.10800405268490375,0.41843971631205673
923,965,min,geometric@0.50,0.5257085885201539,0.680672268907563
923,965,min,geometric@0.90,0.05038031319910514,0.3333333333333333
924,966,linear@0.50,linear@0.10,0.0570372590150834,0.4084507042253521
924,966,linear@0.90,linear@0.10,-0.28510334996436215,0.08695652173913043
924,966,geometric@0.10,linear@0.10,0.7703504043126687,0.8867924528301887
924,966,geometric@0.50,linear@0.10,0.04425132354410149,0.4084507042253521
924,966,geometric@0.90,linear@0.10,-0.28331924485770643,0.1834319526627219
924,966,min,linear@0.10,0.009038031319910513,0.3333333333333333
924,966,linear@0.90,linear@0.50,-0.00703276971420021,0.21951219512195122
924,966,geometric@0.10,linear@0.50,0.15370781762403468,0.4492753623188406
924,966,geometric@0.50,linear@0.50,0.8999999999999999,0.9047619047619048
924,966,geometric@0.90,linear@0.50,0.1636517507669523,0.4492753623188406
924,966,min,linear@0.50,0.5175263228042116,0.6260162601626016
924,966,geometric@0.10,linear@0.90,-0.30908818140055583,0.08695652173913043
924,966,geometric@0.50,linear@0.90,-0.09366710709452282,0.19047619047619047
924,966,geometric@0.90,linear@0.90,0.34629175835422554,0.3793103448275862
924,966,min,linear@0.90,-0.09416366734562699,0.13636363636363635
924,966,geometric@0.50,geometric@0.10,0.13974399661483128,0.4492753623188406
924,966,geometric@0.90,geometric@0.10,-0.24401239785855175,0.1834319526627219
924,966,min,geometric@0.10,0.09418989135569202,0.3698630136986301
924,966,geometric@0.90,geometric@0.50,0.12949640287769784,0.42857142857142855
924,966,min,geometric@0.50,0.577685950413223,0.6528925619834711
924,966,min,geometric@0.90,0.07017543859649124,0.30718954248366015
925,967,linear@0.50,linear@0.10,0.017986577181208052,0.3333333333333333
925,967,linear@0.90,linear@0.10,-0.29622290278027985,0.09289617486338798
925,967,geometric@0.10,linear@0.10,0.7711162052548052,0.8691588785046729
925,967,geometric@0.50,linear@0.10,0.007668177065179506,0.3157894736842105
925,967,geometric@0.90,linear@0.10,-0.31882383153569593,0.12994350282485875
925,967,min,linear@0.10,-0.016666666666666666,0.25
925,967,linear@0.90,linear@0.50,-0.01839025555290184,0.2578616352201258
925,967,geometric@0.10,linear@0.50,0.10508935508935509,0.3888888888888889
925,967,geometric@0.50,linear@0.50,0.892252046449648,0.941747572815534
925,967,geometric@0.90,linear@0.50,0.14846818538884524,0.4925373134328358
925,967,min,linear@0.50,0.4881452377726595,0.639344262295082
925,967,geometric@0.10,linear@0.90,-0.3370019358249188,0.0989010989010989
925,967,geometric@0.50,linear@0.90,-0.1126772944368939,0.2578616352201258
925,967,geometric@0.90,linear@0.90,0.30474115970439003,0.3888888888888889
925,967,min,linear@0.90,-0.14961888776468765,0.1834319526627219
925,967,geometric@0.50,geometric@0.10,0.09437883797827112,0.3698630136986301
925,967,geometric@0.90,geometric@0.10,-0.2807122450335526,0.14942528735632185
925,967,min,geometric@0.10,0.0671420083184789,0.2987012987012987
925,967,geometric@0.90,geometric@0.50,0.11345527999102233,0.4925373134328358
925,967,min,geometric@0.50,0.5633100697906281,0.680672268907563
925,967,min,geometric@0.90,0.04195402298850574,0.3793103448275862
926,968,linear@0.50,linear@0.10,0.10098891219658375,0.4084507042253521
926,968,linear@0.90,linear@0.10,-0.27508557016753743,0.09289617486338798
926,968,geometric@0.10,linear@0.10,0.8237490664675131,0.9230769230769231
926,968,geometric@0.50,linear@0.10,0.07541704125461991,0.4084507042253521
926,968,geometric@0.90,linear@0.10,-0.28938391924817264,0.17647058823529413
926,968,min,linear@0.10,0.016688741721854305,0.32450331125827814
926,968,linear@0.90,linear@0.50,-0.056056561575643905,0.19760479041916168
926,968,geometric@0.10,linear@0.50,0.1763617677286742,0.42857142857142855
926,968,geometric@0.50,linear@0.50,0.8930402930402929,0.9047619047619048
926,968,geometric@0.90,linear@0.50,0.10937337086852257,0.43884892086330934
926,968,min,linear@0.50,0.4898040783686525,0.6260162601626016
926,968,geometric@0.10,linear@0.90,-0.3327193798891947,0.0989010989010989
926,968,geometric@0.50,linear@0.90,-0.16837292269713205,0.1695906432748538
926,968,geometric@0.90,linear@0.90,0.209957607183582,0.3157894736842105
926,968,min,linear@0.90,-0.15787083862070794,0.12994350282485875
926,968,geometric@0.50,geometric@0.10,0.14779033915724563,0.42857142857142855
926,968,geometric@0.90,geometric@0.10,-0.24978867286559597,0.1834319526627219
926,968,min,geometric@0.10,0.07944857609287138,0.3422818791946309
926,968,geometric@0.90,geometric@0.50,0.08220956947357905,0.4084507042253521
926,968,min,geometric@0.50,0.5575836592785746,0.6949152542372882
926,968,min,geometric@0.90,0.048300220750551875,0.32450331125827814
927,969,linear@0.50,linear@0.10,0.03656117146905999,0.3698630136986301
927,969,linear@0.90,linear@0.10,-0.3051919720767889,0.041666666666666664
927,969,geometric@0.10,linear@0.10,0.7640627755245988,0.8691588785046729
927,969,geometric@0.50,linear@0.10,0.016196868008948546,0.3333333333333333
927,969,geometric@0.90,linear@0.10,-0.3611421477343265,0.1111111111111111
927,969,min,linear@0.10,-0.06225387515710096,0.2903225806451613
927,969,linear@0.90,linear@0.50,-0.12472537819345929,0.11731843575418995
927,969,geometric@0.10,linear@0.50,0.1258741258741259,0.3888888888888889
927,969,geometric@0.50,linear@0.50,0.8487039322870746,0.8691588785046729
927,969,geometric@0.90,linear@0.50,0.017098731384445672,0.35135135135135137
927,969,min,linear@0.50,0.41652661064425767,0.6666666666666666
927,969,geometric@0.10,linear@0.90,-0.378073820224415,0.041666666666666664
927,969,geometric@0.50,linear@0.90,-0.26744402064149864,0.0989010989010989
927,969,geometric@0.90,linear@0.90,0.12077919641065768,0.2578616352201258
927,969,min,linear@0.90,-0.2428337608076703,0.06951871657754011
927,969,geometric@0.50,geometric@0.10,0.0990990990990991,0.35135135135135137
927,969,geometric@0.90,geometric@0.10,-0.319056486654252,0.1111111111111111
927,969,min,geometric@0.10,0.01603346113628442,0.3157894736842105
927,969,geometric@0.90,geometric@0.50,-0.033914988814317676,0.3333333333333333
927,969,min,geometric@0.50,0.5100139729855613,0.7543859649122807
927,969,min,geometric@0.90,-0.04442473595097961,0.26582278481012656
928,970,linear@0.50,linear@0.10,-0.033189033189033185,0.2987012987012987
928,970,linear@0.90,linear@0.10,-0.28037602820211516,0.08108108108108109
928,970,geometric@0.10,linear@0.10,0.6690897597977243,0.7699115044247787
928,970,geometric@0.50,linear@0.10,-0.05536501714845663,0.27388535031847133
928,970,geometric@0.90,linear@0.10,-0.3096478563806415,0.11731843575418995
928,970,min,linear@0.10,-0.07521017950465803,0.22699386503067484
928,970,linear@0.90,linear@0.50,-0.019934282584884996,0.20481927710843373
928,970,geometric@0.10,linear@0.50,0.0764367816091954,0.3793103448275862
928,970,geometric@0.50,linear@0.50,0.8932614555256067,0.8867924528301887
928,970,geometric@0.90,linear@0.50,0.1903099545117952,0.4492753623188406
928,970,min,linear@0.50,0.5284552845528454,0.6260162601626016
928,970,geometric@0.10,linear@0.90,-0.3349597862689491,0.08108108108108109
928,970,geometric@0.50,linear@0.90,-0.11089798338099521,0.19760479041916168
928,970,geometric@0.90,linear@0.90,0.260019599931699,0.36054421768707484
928,970,min,linear@0.90,-0.12207456914600266,0.15606936416184972
928,970,geometric@0.50,geometric@0.10,0.053134767420481704,0.35135135135135137
928,970,geometric@0.90,geometric@0.10,-0.2597169623280845,0.14942528735632185
928,970,min,geometric@0.10,0.015384615384615385,0.28205128205128205
928,970,geometric@0.90,geometric@0.50,0.14326241134751772,0.41843971631205673
928,970,min,geometric@0.50,0.6024167403477748,0.7094017094017094
928,970,min,geometric@0.90,0.07955257270693511,0.3333333333333333
929,971,linear@0.50,linear@0.10,0.015588096362777514,0.3698630136986301
929,971,linear@0.90,linear@0.10,-0.3111844350893162,0.06382978723404255
929,971,geometric@0.10,linear@0.10,0.7952380952380951,0.9047619047619048
929,971,geometric@0.50,linear@0.10,-0.01728258871116014,0.35135135135135137
929,971,geometric@0.90,linear@0.10,-0.30277349768875195,0.12994350282485875
929,971,min,linear@0.10,-0.07324093009164583,0.22699386503067484
929,971,linear@0.90,linear@0.50,-0.04651332603139832,0.20481927710843373
929,971,geometric@0.10,linear@0.50,0.09445484093371416,0.3986013986013986
929,971,geometric@0.50,linear@0.50,0.8373626373626373,0.9047619047619048
929,971,geometric@0.90,linear@0.50,0.14330739682852356,0.3986013986013986
929,971,min,linear@0.50,0.3778038755137992,0.5267175572519084
929,971,geometric@0.10,linear@0.90,-0.36677790497557533,0.06382978723404255
929,971,geometric@0.50,linear@0.90,-0.1573447986969946,0.1834319526627219
929,971,geometric@0.90,linear@0.90,0.20077855776373402,0.32450331125827814
929,971,min,linear@0.90,-0.18010226830355555,0.11731843575418995
929,971,geometric@0.50,geometric@0.10,0.05651340996168582,0.3793103448275862
929,971,geometric@0.90,geometric@0.10,-0.27028762198253725,0.12994350282485875
929,971,min,geometric@0.10,-0.010534591194968553,0.25
929,971,geometric@0.90,geometric@0.50,0.10533774208786018,0.3698630136986301
929,971,min,geometric@0.50,0.4755555555555556,0.5873015873015873
929,971,min,geometric@0.90,0.040694789081885854,0.28205128205128205
930,972,linear@0.50,linear@0.10,0.054530288812428315,0.43884892086330934
930,972,linear@0.90,linear@0.10,-0.2721549061534807,0.08695652173913043
930,972,geometric@0.10,linear@0.10,0.8134302526825891,0.8518518518518519
930,972,geometric@0.50,linear@0.10,0.025072420337628604,0.4084507042253521
930,972,geometric@0.90,linear@0.10,-0.25972850678733034,0.17647058823529413
930,972,min,linear@0.10,-0.020347394540942927,0.28205128205128205
930,972,linear@0.90,linear@0.50,0.014042867701404288,0.21212121212121213
930,972,geometric@0.10,linear@0.50,0.11779448621553887,0.5037593984962406
930,972,geometric@0.50,linear@0.50,0.8853479853479853,0.9047619047619048
930,972,geometric@0.90,linear@0.50,0.22051923678448543,0.43884892086330934
930,972,min,linear@0.50,0.48281464816897884,0.5748031496062992
